customer_id,snapshot_date,county,sector,employment_type,gender,age,kyc_level,relationship_length_months,salary_inflow_flag,product_type,loan_balance_kes,credit_limit_kes,utilization_ratio,interest_rate,loan_term_months,collateral_value_kes,loan_to_value,bureau_score,num_active_loans,num_closed_loans,days_past_due,missed_payments_6m,avg_daily_balance_30d_kes,inflow_30d_kes,outflow_30d_kes,digital_txn_count_30d,atm_withdrawals_30d,branch_visits_30d,collection_contacted_after_snapshot,chargeoff_indicator,days_to_next_payment
C01045,2025-01-01,Nairobi,Salaried,Permanent,M,52,Tier2,72,1,SME_Loan,938345.07,,,0.1997,12,,,476.2,2,0,0,0,1678.99,94231.74,44709.95,20,6,0,0,0,10
C01103,2025-01-01,Machakos,Salaried,Permanent,M,62,Tier1,52,1,SME_Loan,492967.04,,,0.227,24,367312.53,1.3421,570.6,2,1,0,1,8165.21,46152.76,38936.91,29,5,1,0,0,28
C01181,2025-01-01,Kisumu,Salaried,Contract,M,48,Tier3,31,1,Overdraft,22080.05,266137.41,0.1931,0.3045,0,,,530.7,1,1,9,3,1276.93,19633.08,15281.56,36,5,2,0,0,179
C01209,2025-01-01,Nakuru,SME_Trade,Self_Employed,F,33,Tier2,77,1,SME_Loan,926646.27,,,0.3143,48,328161.66,2.8237,677.3,6,0,2,2,3340.82,14470.76,13467.15,20,5,2,0,0,16
C01240,2025-01-01,Nyeri,Salaried,Contract,M,22,Tier2,70,1,Personal_Loan,230495.67,,,0.2567,18,212922.92,1.0825,675.6,1,0,3,3,9549.03,51582.88,57057.56,22,5,2,1,0,166
C01256,2025-01-01,Nairobi,Salaried,Permanent,M,24,Tier1,78,1,SME_Loan,490062.19,,,0.1968,24,,,611.8,3,1,0,2,10702.18,109506.17,53642.53,24,11,2,0,0,14
C01283,2025-01-01,Kiambu,Agribusiness,Self_Employed,F,38,Tier2,77,0,SME_Loan,255604.96,,,0.0931,36,648885.52,0.3939,596.3,3,2,3,2,31661.14,113693.92,71471.53,21,5,0,0,0,21
C01296,2025-01-01,Meru,SME_Trade,Micro_Enterprise,M,44,Tier3,65,0,Credit_Card,21703.15,144401.85,0.2458,0.2615,0,,,688.7,1,2,1,0,64584.95,194832.62,118253.08,25,2,0,0,0,21
C01330,2025-01-01,Nyeri,Agribusiness,Self_Employed,F,36,Tier1,29,0,Personal_Loan,329175.87,,,0.2145,36,846752.99,0.3888,597.0,1,0,8,1,3358.95,20165.63,25567.02,18,3,1,0,0,28
C01423,2025-01-01,Nakuru,Construction,Self_Employed,M,47,Tier2,8,1,SME_Loan,675559.25,,,0.171,12,625055.65,1.0808,639.3,1,1,0,1,6427.38,27298.64,19108.03,21,5,1,0,0,27
C01480,2025-01-01,Nakuru,Salaried,Contract,M,39,Tier2,54,1,SME_Loan,592590.62,,,0.2396,24,210755.76,2.8117,575.5,2,1,2,2,68097.37,240552.45,174247.55,29,6,4,0,0,5
C01485,2025-01-01,Nairobi,Transport,Micro_Enterprise,F,39,Tier2,115,0,Personal_Loan,378993.82,,,0.1863,36,914545.17,0.4144,694.5,1,1,13,0,8530.59,45589.95,73592.9,22,4,0,1,0,133
C01512,2025-01-01,Uasin Gishu,Other,Self_Employed,M,31,Tier2,52,1,SME_Loan,861587.0,,,0.1674,24,543586.47,1.585,551.6,1,0,1,1,10196.97,41782.32,30511.95,23,7,2,0,0,28
C01517,2025-01-01,Meru,SME_Trade,Micro_Enterprise,F,42,Tier1,29,1,SME_Loan,814571.5,,,0.1581,12,749968.39,1.0861,659.6,2,1,7,0,18805.73,114248.0,119583.42,18,5,1,0,0,22
C01525,2025-01-01,Nakuru,Salaried,Contract,M,48,Tier1,85,1,Overdraft,203775.89,191319.48,1.4552,0.2228,0,137009.76,1.4873,734.9,1,1,1,0,61924.85,246942.29,290006.52,31,4,1,0,0,11
C01536,2025-01-01,Nakuru,Salaried,Permanent,M,22,Tier1,50,1,Personal_Loan,104849.19,,,0.2068,36,1140777.87,0.0919,767.8,2,2,2,2,4149.39,125457.45,103058.85,22,7,2,0,0,14
C01591,2025-01-01,Kiambu,Agribusiness,Self_Employed,F,54,Tier2,101,0,Overdraft,23678.42,317763.49,0.0,0.2302,0,121948.77,0.1942,552.9,1,2,8,0,19186.22,73922.07,83782.9,12,4,3,0,0,5
C01593,2025-01-01,Kiambu,Salaried,Permanent,F,38,Tier1,89,1,Credit_Card,94718.83,168797.47,0.5432,0.2027,0,,,683.9,2,1,0,1,15829.4,154709.89,176844.68,16,4,0,0,0,26
C01604,2025-01-01,Kisumu,Agribusiness,Self_Employed,F,35,Tier1,79,0,Credit_Card,3296.93,228825.8,0.0639,0.3483,0,,,628.7,1,0,4,4,0.0,0.0,0.0,20,6,0,0,0,9
C01622,2025-01-01,Nakuru,Salaried,Permanent,F,21,Tier2,100,1,SME_Loan,376997.1,,,0.1653,24,867205.63,0.4347,760.3,1,0,8,2,3350.24,31030.18,20719.55,28,5,0,0,0,198
C01629,2025-01-01,Kiambu,SME_Trade,Micro_Enterprise,F,38,Tier2,84,0,Personal_Loan,720325.76,,,0.2719,18,659398.71,1.0924,627.4,2,1,0,2,0.0,103254.18,60143.6,16,5,0,0,1,154
C01633,2025-01-01,Mombasa,Salaried,Permanent,M,25,Tier3,55,1,Overdraft,63566.32,447050.83,0.3154,0.1747,0,234397.29,0.2712,613.5,3,1,0,2,7701.02,103836.49,53512.42,35,7,0,0,0,9
C01702,2025-01-01,Nyeri,Construction,Micro_Enterprise,M,29,Tier1,13,0,SME_Loan,563294.79,,,0.2119,12,399925.62,1.4085,648.6,2,0,0,0,17220.19,50552.62,25661.4,15,6,0,0,0,15
C01732,2025-01-01,Nyeri,Salaried,Permanent,M,61,Tier1,47,1,Personal_Loan,330594.0,,,0.2251,18,223150.16,1.4815,714.6,2,1,2,3,0.0,0.0,0.0,16,7,0,0,0,17
C01781,2025-01-01,Nairobi,Agribusiness,Self_Employed,F,23,Tier2,117,0,Credit_Card,167403.11,209555.89,0.8344,0.2528,0,,,660.1,1,1,2,0,0.0,0.0,0.0,12,4,0,0,0,9
C01789,2025-01-01,Kakamega,SME_Trade,Micro_Enterprise,F,42,Tier2,119,0,SME_Loan,533918.56,,,0.1346,36,718506.82,0.7431,630.2,3,2,8,1,6399.23,48899.21,22192.24,14,4,0,0,0,9
C01790,2025-01-01,Kakamega,Hospitality,Self_Employed,F,54,Tier2,12,0,Personal_Loan,557913.74,,,0.2791,24,654949.7,0.8518,745.1,1,0,0,0,5905.56,43504.93,44548.1,23,2,1,0,0,25
C01792,2025-01-01,Nairobi,SME_Trade,Micro_Enterprise,M,60,Tier1,90,0,Overdraft,132377.71,282507.51,0.462,0.2673,0,176663.58,0.7493,563.2,1,1,14,1,9930.23,55385.51,53176.72,16,4,0,0,0,14
C01853,2025-01-01,Nakuru,Construction,Micro_Enterprise,M,41,Tier1,117,0,Credit_Card,213412.72,125056.79,1.4092,0.3533,0,,,686.8,2,0,0,1,2807.97,33483.62,26368.44,19,7,0,1,0,153
C01947,2025-01-01,Nairobi,SME_Trade,Self_Employed,F,28,Tier2,24,0,Credit_Card,44531.61,303941.37,0.2547,0.3854,0,,,634.2,1,0,0,2,21434.8,128878.44,83923.0,24,8,0,0,0,24
C01963,2025-01-01,Kiambu,SME_Trade,Self_Employed,M,27,Tier3,89,0,SME_Loan,500469.54,,,0.1694,36,195287.57,2.5627,666.0,1,0,4,0,68023.21,276248.06,359622.32,17,2,1,1,0,11
C01973,2025-01-01,Nakuru,Salaried,Contract,M,51,Tier2,120,1,Credit_Card,27754.53,200536.25,0.213,0.2977,0,,,651.0,1,2,0,0,8721.6,107320.05,62160.49,27,6,0,0,0,8
C01980,2025-01-01,Nyeri,Construction,Self_Employed,M,56,Tier2,65,1,Credit_Card,139974.88,255272.38,0.4485,0.3146,0,,,702.0,3,0,0,2,4570.58,47421.58,43636.37,18,2,0,0,0,11
C02006,2025-01-01,Nairobi,SME_Trade,Micro_Enterprise,F,26,Tier2,40,0,Credit_Card,39816.2,30000.0,1.8,0.3639,0,,,521.6,1,2,8,2,41283.07,167539.83,156955.68,17,2,1,1,1,165
C02016,2025-01-01,Nairobi,Salaried,Permanent,M,35,Tier2,56,1,Personal_Loan,203963.03,,,0.2499,36,770455.92,0.2647,639.7,1,1,3,4,11849.17,102877.42,82223.18,32,7,0,0,0,31
C02042,2025-01-01,Nairobi,Transport,Self_Employed,F,61,Tier1,91,1,SME_Loan,722666.58,,,0.2268,24,693223.81,1.0425,685.9,1,2,0,1,723.31,41601.97,19430.54,12,2,0,0,0,23
C02108,2025-01-01,Nairobi,Agribusiness,Micro_Enterprise,F,27,Tier2,115,0,Personal_Loan,316567.61,,,0.2287,24,674889.4,0.4691,686.3,1,0,0,1,2276.36,12324.78,10488.2,20,6,0,0,0,19
C02147,2025-01-01,Mombasa,Salaried,Permanent,F,28,Tier3,94,1,Personal_Loan,450550.3,,,0.1431,18,0.0,5.0,583.7,1,0,6,2,11148.62,276026.88,253277.8,22,9,0,0,0,31
C02167,2025-01-01,Nairobi,SME_Trade,Micro_Enterprise,M,35,Tier2,36,0,SME_Loan,591004.6,,,0.1688,48,0.0,5.0,680.8,1,1,0,0,260.56,1143.42,746.61,16,2,1,0,0,27
C02217,2025-01-01,Nairobi,SME_Trade,Self_Employed,M,41,Tier3,17,1,SME_Loan,811827.72,,,0.2162,24,,,717.8,2,1,4,1,21973.71,79197.11,77765.12,24,3,1,0,0,5
C02242,2025-01-01,Nyeri,Agribusiness,Micro_Enterprise,F,50,Tier1,80,1,Personal_Loan,225782.26,,,0.1683,36,728931.42,0.3097,676.3,1,1,2,3,17273.84,50823.59,43728.21,24,1,1,0,0,13
C02254,2025-01-01,Kisumu,Other,Micro_Enterprise,F,43,Tier2,107,0,SME_Loan,757853.61,,,0.2414,24,1008557.52,0.7514,609.5,3,1,1,2,0.0,9342.45,8397.4,20,2,1,0,0,13
C02281,2025-01-01,Nairobi,Salaried,Permanent,M,55,Tier2,71,1,SME_Loan,412122.53,,,0.2438,12,,,609.2,4,1,1,3,3328.14,12148.27,13473.66,28,11,3,0,0,23
C02296,2025-01-01,Mombasa,Transport,Self_Employed,F,57,Tier1,117,0,SME_Loan,287966.44,,,0.234,24,820474.76,0.351,669.6,1,0,9,3,1301.94,5809.36,7121.97,14,6,1,0,0,29
C02301,2025-01-01,Kakamega,Salaried,Permanent,M,33,Tier3,73,1,Personal_Loan,373806.05,,,0.3196,18,0.0,5.0,606.5,1,0,0,0,19644.11,163208.53,152067.07,25,8,2,0,0,9
C02316,2025-01-01,Kakamega,Salaried,Permanent,M,21,Tier2,86,1,SME_Loan,531069.43,,,0.1951,24,326229.98,1.6279,590.8,3,0,0,2,0.0,0.0,0.0,26,3,1,0,0,29
C02398,2025-01-01,Mombasa,Salaried,Contract,M,34,Tier3,103,1,Personal_Loan,223747.87,,,0.2881,12,1364223.32,0.164,566.4,1,0,2,2,4604.54,103270.02,102807.24,41,11,1,0,0,19
C02413,2025-01-01,Kiambu,Salaried,Permanent,M,62,Tier3,103,1,Overdraft,95655.49,67907.89,1.615,0.2891,0,110637.29,0.8646,589.9,1,2,2,4,535.05,88151.79,85980.81,30,7,0,0,0,138
C02440,2025-01-01,Mombasa,Salaried,Contract,M,23,Tier3,10,1,SME_Loan,707171.92,,,0.1226,36,336517.2,2.1014,683.9,2,1,5,2,7791.2,64104.26,60241.82,36,6,0,0,0,34
C02448,2025-01-01,Meru,Salaried,Contract,M,50,Tier1,110,1,Personal_Loan,434591.73,,,0.2388,18,302117.92,1.4385,634.6,4,1,7,1,34925.16,139157.1,116199.41,28,4,2,0,0,33
C02463,2025-01-01,Kisumu,Salaried,Contract,F,42,Tier1,85,1,SME_Loan,830215.5,,,0.193,36,202182.31,4.1063,697.8,1,0,0,0,2590.21,187953.95,159556.44,23,10,0,1,0,151
C02501,2025-01-01,Meru,SME_Trade,Self_Employed,F,52,Tier2,92,0,SME_Loan,141396.85,,,0.1924,36,477158.67,0.2963,553.8,2,1,13,0,2048.09,16413.41,24412.94,19,4,0,0,0,19
C02548,2025-01-01,Meru,Construction,Self_Employed,M,47,Tier2,27,1,SME_Loan,957601.03,,,0.2502,24,13189.54,5.0,719.3,2,2,0,2,6551.11,60657.67,65896.12,20,4,1,0,0,23
C02563,2025-01-01,Kiambu,SME_Services,Micro_Enterprise,F,51,Tier2,34,0,Overdraft,114468.82,140243.46,0.8167,0.3216,0,11896.86,5.0,748.3,1,1,0,0,8817.03,51473.49,60493.64,22,6,2,0,0,16
C02572,2025-01-01,Nakuru,Salaried,Permanent,M,62,Tier2,56,1,Personal_Loan,336818.7,,,0.2279,18,467809.63,0.72,678.6,2,1,3,3,16005.63,143274.31,100269.84,30,3,1,0,0,17
C02581,2025-01-01,Nyeri,SME_Services,Self_Employed,F,38,Tier1,49,1,Personal_Loan,401740.69,,,0.2831,18,170765.59,2.3526,628.3,1,1,6,5,6345.37,107954.71,135685.13,20,5,2,0,1,20
C02600,2025-01-01,Kiambu,Other,Self_Employed,M,38,Tier2,120,1,SME_Loan,207711.37,,,0.2753,24,376928.86,0.5511,721.7,4,1,13,2,20558.78,116069.52,180903.27,18,2,0,0,0,8
C02628,2025-01-01,Machakos,Salaried,Permanent,F,21,Tier2,119,1,Personal_Loan,169414.05,,,0.2497,36,491658.21,0.3446,689.6,2,2,6,1,40592.76,191860.05,205289.0,16,10,0,0,0,28
C02696,2025-01-01,Nairobi,Salaried,Permanent,F,37,Tier1,60,1,SME_Loan,292799.73,,,0.2184,48,,,616.3,2,1,0,0,13989.31,76864.69,54119.18,32,8,1,0,0,18
C02714,2025-01-01,Kiambu,Salaried,Contract,M,44,Tier2,56,1,Personal_Loan,423252.71,,,0.2069,12,0.0,5.0,574.3,5,1,18,3,14710.14,78522.6,72370.88,19,10,0,0,0,19
C02733,2025-01-01,Kakamega,Salaried,Contract,M,62,Tier2,45,1,Personal_Loan,494039.53,,,0.2165,12,663654.23,0.7444,675.8,1,0,3,2,4896.49,44219.65,38285.63,21,6,3,0,0,15
C02734,2025-01-01,Nyeri,Agribusiness,Micro_Enterprise,F,30,Tier2,62,0,Overdraft,170596.16,278897.6,0.6318,0.2445,0,43690.19,3.9047,653.6,1,2,3,2,15577.66,69231.02,64392.37,11,4,5,0,0,26
C02747,2025-01-01,Nairobi,Salaried,Permanent,M,31,Tier1,56,1,SME_Loan,560241.6,,,0.1728,36,166814.54,3.3585,499.6,2,0,2,1,19146.63,77911.04,108949.3,15,9,0,0,0,25
C02774,2025-01-01,Kisumu,Salaried,Permanent,M,52,Tier1,24,1,Personal_Loan,229997.31,,,0.1581,36,119174.97,1.9299,653.5,1,1,3,3,12725.64,154569.4,49838.29,35,3,1,0,0,17
C02788,2025-01-01,Nakuru,Salaried,Permanent,M,23,Tier3,66,1,Personal_Loan,749745.01,,,0.1722,36,,,546.5,1,0,4,0,13991.51,104078.83,64499.38,32,6,0,0,0,27
C02936,2025-01-01,Kakamega,Transport,Self_Employed,F,31,Tier1,94,0,Personal_Loan,79230.41,,,0.1886,12,103467.75,0.7657,804.6,1,1,9,3,13274.7,53676.77,84510.56,15,4,1,0,0,32
C02944,2025-01-01,Kakamega,Salaried,Permanent,M,29,Tier2,58,1,Personal_Loan,143305.52,,,0.2491,36,740803.84,0.1934,625.1,1,0,3,1,19874.04,130589.99,118681.51,27,6,0,0,0,28
C02950,2025-01-01,Nairobi,Transport,Self_Employed,M,44,Tier2,67,0,Personal_Loan,314023.19,,,0.2588,24,171755.43,1.8283,711.1,1,1,0,0,11946.55,88337.34,84004.13,13,7,4,0,0,19
C02997,2025-01-01,Nairobi,Salaried,Contract,F,34,Tier2,6,1,SME_Loan,505635.94,,,0.2846,12,,,627.5,4,1,0,0,6893.4,92172.68,83437.81,32,4,1,0,0,12
C03002,2025-01-01,Nairobi,Salaried,Permanent,M,51,Tier3,65,1,Overdraft,94260.79,373537.41,0.2596,0.2111,0,,,639.7,1,1,1,3,11000.65,125923.38,123878.33,30,7,1,0,0,20
C03052,2025-01-01,Mombasa,SME_Trade,Self_Employed,F,28,Tier1,108,0,Personal_Loan,356559.15,,,0.2133,24,358416.19,0.9948,579.1,1,0,0,4,17446.69,87448.87,68087.4,16,1,0,0,0,14
C03088,2025-01-01,Nairobi,Hospitality,Self_Employed,F,28,Tier2,92,0,Credit_Card,80243.95,265342.55,0.3667,0.2042,0,,,670.7,1,0,9,3,2988.05,158497.43,134898.64,24,7,0,1,0,15
C03163,2025-01-01,Uasin Gishu,Hospitality,Micro_Enterprise,F,28,Tier3,62,0,Overdraft,61412.07,167426.84,0.2868,0.3189,0,297174.57,0.2067,626.4,4,1,0,1,12922.97,69172.15,90275.08,25,4,2,0,0,7
C03185,2025-01-01,Machakos,Construction,Self_Employed,M,49,Tier2,80,0,Personal_Loan,478030.71,,,0.2154,36,,,684.5,1,1,6,2,3612.28,15861.2,7893.47,18,2,1,0,0,30
C03239,2025-01-01,Machakos,Hospitality,Self_Employed,M,60,Tier2,107,0,Overdraft,250730.96,349565.4,0.6886,0.2161,0,61645.88,4.0673,547.6,2,0,8,1,5260.54,37873.38,52916.01,18,4,0,1,0,31
C03248,2025-01-01,Kakamega,SME_Trade,Self_Employed,M,25,Tier2,30,0,Personal_Loan,201561.96,,,0.1767,18,290438.27,0.694,507.1,1,0,4,3,12976.8,45278.08,43296.13,18,6,0,0,0,15
C03255,2025-01-01,Kiambu,Salaried,Permanent,F,31,Tier2,66,1,Personal_Loan,458985.44,,,0.1712,36,365969.8,1.2542,577.5,2,1,0,0,6994.55,47106.87,44280.36,34,8,0,0,0,13
C03344,2025-01-01,Kisumu,SME_Trade,Self_Employed,F,48,Tier2,4,1,SME_Loan,713279.42,,,0.2292,36,22967.39,5.0,599.3,2,0,12,1,7755.31,69029.88,78346.94,19,5,1,0,0,23
